date,hour,day_of_week,pickup_community_area,demand,temperature,zone_name,is_holiday
2023-03-27,18,2,11,1,6.95,JEFFERSON PARK,1
2023-03-27,18,2,68,1,6.95,ENGLEWOOD,1
2023-03-27,18,2,71,2,6.95,AUBURN GRESHAM,1
2023-03-27,18,2,14,0,6.95,ALBANY PARK,1
2023-03-27,18,2,42,5,6.95,WOODLAWN,1
2023-03-27,18,2,2,5,6.95,WEST RIDGE,1
2023-03-27,18,2,30,0,6.95,SOUTH LAWNDALE,1
2023-03-27,18,2,66,2,6.95,CHICAGO LAWN,1
2023-03-27,18,2,46,2,6.95,SOUTH CHICAGO,1
2023-03-27,18,2,67,2,6.95,WEST ENGLEWOOD,1
2023-03-27,18,2,18,0,6.95,MONTCLARE,1
2023-03-27,18,2,74,0,6.95,MOUNT GREENWOOD,1
2023-03-27,18,2,36,2,6.95,OAKLAND,1
2023-03-27,19,2,31,1,7.8,LOWER WEST SIDE,1
2023-03-27,19,2,65,0,7.8,WEST LAWN,1
2023-03-27,19,2,53,2,7.8,WEST PULLMAN,1
2023-03-27,19,2,34,2,7.8,ARMOUR SQUARE,1
2023-03-27,19,2,28,51,7.8,NEAR WEST SIDE,1
2023-03-27,19,2,76,360,7.8,OHARE,1
2023-03-27,19,2,27,1,7.8,EAST GARFIELD PARK,1
2023-03-27,19,2,26,0,7.8,WEST GARFIELD PARK,1
2023-03-27,19,2,44,0,7.8,CHATHAM,1
2023-03-27,19,2,12,0,7.8,FOREST GLEN,1
2023-03-27,19,2,22,6,7.8,LOGAN SQUARE,1
2023-03-27,19,2,47,0,7.8,BURNSIDE,1
2023-03-27,19,2,1,6,7.8,ROGERS PARK,1
2023-03-27,19,2,52,0,7.8,EAST SIDE,1
2023-03-27,19,2,13,1,7.8,NORTH PARK,1
2023-03-27,19,2,6,19,7.8,LAKE VIEW,1
2023-03-27,19,2,16,1,7.8,IRVING PARK,1
2023-03-27,19,2,3,6,7.8,UPTOWN,1
2023-03-27,19,2,40,1,7.8,WASHINGTON PARK,1
2023-03-27,19,2,20,0,7.8,HERMOSA,1
2023-03-27,19,2,57,0,7.8,ARCHER HEIGHTS,1
2023-03-27,19,2,54,1,7.8,RIVERDALE,1
2023-03-27,19,2,48,1,7.8,CALUMET HEIGHTS,1
2023-03-27,19,2,5,2,7.8,NORTH CENTER,1
2023-03-27,19,2,19,1,7.8,BELMONT CRAGIN,1
2023-03-27,19,2,64,0,7.8,CLEARING,1
2023-03-27,19,2,41,5,7.8,HYDE PARK,1
2023-03-27,19,2,43,2,7.8,SOUTH SHORE,1
2023-03-27,19,2,15,1,7.8,PORTAGE PARK,1
2023-03-27,19,2,37,2,7.8,FULLER PARK,1
2023-03-27,19,2,61,3,7.8,NEW CITY,1
2023-03-27,19,2,17,0,7.8,DUNNING,1
2023-03-27,19,2,9,0,7.8,EDISON PARK,1
2023-03-27,19,2,72,0,7.8,BEVERLY,1
2023-03-27,19,2,35,5,7.8,DOUGLAS,1
2023-03-27,19,2,4,3,7.8,LINCOLN SQUARE,1
2023-03-27,19,2,55,0,7.8,HEGEWISCH,1
2023-03-27,19,2,59,1,7.8,MCKINLEY PARK,1
2023-03-27,19,2,8,169,7.8,NEAR NORTH SIDE,1
2023-03-27,19,2,23,0,7.8,HUMBOLDT PARK,1
2023-03-27,19,2,39,2,7.8,KENWOOD,1
2023-03-27,19,2,49,3,7.8,ROSELAND,1
2023-03-27,19,2,7,13,7.8,LINCOLN PARK,1
2023-03-27,19,2,51,2,7.8,SOUTH DEERING,1
2023-03-27,19,2,69,6,7.8,GREATER GRAND CROSSING,1
2023-03-27,19,2,63,0,7.8,GAGE PARK,1
2023-03-27,19,2,77,4,7.8,EDGEWATER,1
2023-03-27,19,2,10,1,7.8,NORWOOD PARK,1
2023-03-27,19,2,50,0,7.8,PULLMAN,1
2023-03-27,19,2,45,0,7.8,AVALON PARK,1
2023-03-27,19,2,38,6,7.8,GRAND BOULEVARD,1
2023-03-27,19,2,25,2,7.8,AUSTIN,1
2023-03-27,19,2,73,2,7.8,WASHINGTON HEIGHTS,1
2023-03-27,19,2,24,3,7.8,WEST TOWN,1
2023-03-27,19,2,70,0,7.8,ASHBURN,1
2023-03-27,19,2,62,0,7.8,WEST ELSDON,1
2023-03-27,19,2,29,3,7.8,NORTH LAWNDALE,1
2023-03-27,19,2,21,2,7.8,AVONDALE,1
2023-03-27,19,2,32,155,7.8,LOOP,1
2023-03-27,19,2,60,0,7.8,BRIDGEPORT,1
2023-03-27,19,2,75,1,7.8,MORGAN PARK,1
2023-03-27,19,2,56,28,7.8,GARFIELD RIDGE,1
2023-03-27,19,2,58,0,7.8,BRIGHTON PARK,1
2023-03-27,19,2,33,20,7.8,NEAR SOUTH SIDE,1
2023-03-27,19,2,11,1,7.8,JEFFERSON PARK,1
2023-03-27,19,2,68,2,7.8,ENGLEWOOD,1
2023-03-27,19,2,71,3,7.8,AUBURN GRESHAM,1
2023-03-27,19,2,14,0,7.8,ALBANY PARK,1
2023-03-27,19,2,42,2,7.8,WOODLAWN,1
2023-03-27,19,2,2,5,7.8,WEST RIDGE,1
2023-03-27,19,2,30,0,7.8,SOUTH LAWNDALE,1
2023-03-27,19,2,66,0,7.8,CHICAGO LAWN,1
2023-03-27,19,2,46,2,7.8,SOUTH CHICAGO,1
2023-03-27,19,2,67,1,7.8,WEST ENGLEWOOD,1
2023-03-27,19,2,18,0,7.8,MONTCLARE,1
2023-03-27,19,2,74,0,7.8,MOUNT GREENWOOD,1
2023-03-27,19,2,36,1,7.8,OAKLAND,1
2023-03-27,20,2,31,2,7.2,LOWER WEST SIDE,1
2023-03-27,20,2,65,0,7.2,WEST LAWN,1
2023-03-27,20,2,53,0,7.2,WEST PULLMAN,1
2023-03-27,20,2,34,1,7.2,ARMOUR SQUARE,1
2023-03-27,20,2,28,45,7.2,NEAR WEST SIDE,1
2023-03-27,20,2,76,378,7.2,OHARE,1
2023-03-27,20,2,27,1,7.2,EAST GARFIELD PARK,1
2023-03-27,20,2,26,0,7.2,WEST GARFIELD PARK,1
2023-03-27,20,2,44,5,7.2,CHATHAM,1
2023-03-27,20,2,12,0,7.2,FOREST GLEN,1
2023-03-27,20,2,22,6,7.2,LOGAN SQUARE,1
2023-03-27,20,2,47,0,7.2,BURNSIDE,1
2023-03-27,20,2,1,4,7.2,ROGERS PARK,1
2023-03-27,20,2,52,1,7.2,EAST SIDE,1
2023-03-27,20,2,13,1,7.2,NORTH PARK,1
2023-03-27,20,2,6,12,7.2,LAKE VIEW,1
2023-03-27,20,2,16,5,7.2,IRVING PARK,1
2023-03-27,20,2,3,6,7.2,UPTOWN,1
2023-03-27,20,2,40,2,7.2,WASHINGTON PARK,1
2023-03-27,20,2,20,0,7.2,HERMOSA,1
2023-03-27,20,2,57,1,7.2,ARCHER HEIGHTS,1
2023-03-27,20,2,54,1,7.2,RIVERDALE,1
2023-03-27,20,2,48,0,7.2,CALUMET HEIGHTS,1
2023-03-27,20,2,5,1,7.2,NORTH CENTER,1
2023-03-27,20,2,19,0,7.2,BELMONT CRAGIN,1
2023-03-27,20,2,64,1,7.2,CLEARING,1
2023-03-27,20,2,41,0,7.2,HYDE PARK,1
2023-03-27,20,2,43,2,7.2,SOUTH SHORE,1
2023-03-27,20,2,15,1,7.2,PORTAGE PARK,1
2023-03-27,20,2,37,2,7.2,FULLER PARK,1
2023-03-27,20,2,61,0,7.2,NEW CITY,1
2023-03-27,20,2,17,0,7.2,DUNNING,1
2023-03-27,20,2,9,0,7.2,EDISON PARK,1
2023-03-27,20,2,72,0,7.2,BEVERLY,1
2023-03-27,20,2,35,3,7.2,DOUGLAS,1
2023-03-27,20,2,4,1,7.2,LINCOLN SQUARE,1
2023-03-27,20,2,55,0,7.2,HEGEWISCH,1
2023-03-27,20,2,59,1,7.2,MCKINLEY PARK,1
2023-03-27,20,2,8,108,7.2,NEAR NORTH SIDE,1
2023-03-27,20,2,23,2,7.2,HUMBOLDT PARK,1
2023-03-27,20,2,39,3,7.2,KENWOOD,1
2023-03-27,20,2,49,1,7.2,ROSELAND,1
2023-03-27,20,2,7,11,7.2,LINCOLN PARK,1
2023-03-27,20,2,51,0,7.2,SOUTH DEERING,1
2023-03-27,20,2,69,1,7.2,GREATER GRAND CROSSING,1
2023-03-27,20,2,63,0,7.2,GAGE PARK,1
2023-03-27,20,2,77,7,7.2,EDGEWATER,1
2023-03-27,20,2,10,1,7.2,NORWOOD PARK,1
2023-03-27,20,2,50,0,7.2,PULLMAN,1
2023-03-27,20,2,45,0,7.2,AVALON PARK,1
2023-03-27,20,2,38,1,7.2,GRAND BOULEVARD,1
2023-03-27,20,2,25,2,7.2,AUSTIN,1
2023-03-27,20,2,73,2,7.2,WASHINGTON HEIGHTS,1
2023-03-27,20,2,24,4,7.2,WEST TOWN,1
2023-03-27,20,2,70,1,7.2,ASHBURN,1
2023-03-27,20,2,62,0,7.2,WEST ELSDON,1
2023-03-27,20,2,29,0,7.2,NORTH LAWNDALE,1
2023-03-27,20,2,21,0,7.2,AVONDALE,1
2023-03-27,20,2,32,106,7.2,LOOP,1
2023-03-27,20,2,60,3,7.2,BRIDGEPORT,1
2023-03-27,20,2,75,3,7.2,MORGAN PARK,1
2023-03-27,20,2,56,22,7.2,GARFIELD RIDGE,1
2023-03-27,20,2,58,0,7.2,BRIGHTON PARK,1
2023-03-27,20,2,33,15,7.2,NEAR SOUTH SIDE,1
2023-03-27,20,2,11,1,7.2,JEFFERSON PARK,1
2023-03-27,20,2,68,2,7.2,ENGLEWOOD,1
2023-03-27,20,2,71,1,7.2,AUBURN GRESHAM,1
2023-03-27,20,2,14,1,7.2,ALBANY PARK,1
2023-03-27,20,2,42,2,7.2,WOODLAWN,1
2023-03-27,20,2,2,4,7.2,WEST RIDGE,1
2023-03-27,20,2,30,0,7.2,SOUTH LAWNDALE,1
2023-03-27,20,2,66,0,7.2,CHICAGO LAWN,1
2023-03-27,20,2,46,1,7.2,SOUTH CHICAGO,1
2023-03-27,20,2,67,1,7.2,WEST ENGLEWOOD,1
2023-03-27,20,2,18,0,7.2,MONTCLARE,1
2023-03-27,20,2,74,0,7.2,MOUNT GREENWOOD,1
2023-03-27,20,2,36,1,7.2,OAKLAND,1
2023-03-27,21,2,31,0,6.7,LOWER WEST SIDE,1
2023-03-27,21,2,65,0,6.7,WEST LAWN,1
2023-03-27,21,2,53,0,6.7,WEST PULLMAN,1
2023-03-27,21,2,34,3,6.7,ARMOUR SQUARE,1
2023-03-27,21,2,28,34,6.7,NEAR WEST SIDE,1
2023-03-27,21,2,76,195,6.7,OHARE,1
2023-03-27,21,2,27,0,6.7,EAST GARFIELD PARK,1
2023-03-27,21,2,26,0,6.7,WEST GARFIELD PARK,1
2023-03-27,21,2,44,5,6.7,CHATHAM,1
2023-03-27,21,2,12,2,6.7,FOREST GLEN,1
2023-03-27,21,2,22,3,6.7,LOGAN SQUARE,1
2023-03-27,21,2,47,0,6.7,BURNSIDE,1
2023-03-27,21,2,1,2,6.7,ROGERS PARK,1
2023-03-27,21,2,52,0,6.7,EAST SIDE,1
2023-03-27,21,2,13,1,6.7,NORTH PARK,1
2023-03-27,21,2,6,11,6.7,LAKE VIEW,1
2023-03-27,21,2,16,1,6.7,IRVING PARK,1
2023-03-27,21,2,3,6,6.7,UPTOWN,1
2023-03-27,21,2,40,0,6.7,WASHINGTON PARK,1
2023-03-27,21,2,20,0,6.7,HERMOSA,1
2023-03-27,21,2,57,1,6.7,ARCHER HEIGHTS,1
2023-03-27,21,2,54,0,6.7,RIVERDALE,1
2023-03-27,21,2,48,0,6.7,CALUMET HEIGHTS,1
2023-03-27,21,2,5,1,6.7,NORTH CENTER,1
2023-03-27,21,2,19,0,6.7,BELMONT CRAGIN,1
2023-03-27,21,2,64,0,6.7,CLEARING,1
2023-03-27,21,2,41,4,6.7,HYDE PARK,1
2023-03-27,21,2,43,2,6.7,SOUTH SHORE,1
2023-03-27,21,2,15,0,6.7,PORTAGE PARK,1
2023-03-27,21,2,37,0,6.7,FULLER PARK,1
2023-03-27,21,2,61,1,6.7,NEW CITY,1
2023-03-27,21,2,17,0,6.7,DUNNING,1
2023-03-27,21,2,9,0,6.7,EDISON PARK,1
2023-03-27,21,2,72,0,6.7,BEVERLY,1
2023-03-27,21,2,35,0,6.7,DOUGLAS,1
2023-03-27,21,2,4,4,6.7,LINCOLN SQUARE,1
2023-03-27,21,2,55,0,6.7,HEGEWISCH,1
2023-03-27,21,2,59,1,6.7,MCKINLEY PARK,1
2023-03-27,21,2,8,92,6.7,NEAR NORTH SIDE,1
2023-03-27,21,2,23,1,6.7,HUMBOLDT PARK,1
2023-03-27,21,2,39,0,6.7,KENWOOD,1
2023-03-27,21,2,49,1,6.7,ROSELAND,1
2023-03-27,21,2,7,7,6.7,LINCOLN PARK,1
2023-03-27,21,2,51,0,6.7,SOUTH DEERING,1
2023-03-27,21,2,69,2,6.7,GREATER GRAND CROSSING,1
2023-03-27,21,2,63,0,6.7,GAGE PARK,1
2023-03-27,21,2,77,8,6.7,EDGEWATER,1
2023-03-27,21,2,10,1,6.7,NORWOOD PARK,1
2023-03-27,21,2,50,2,6.7,PULLMAN,1
2023-03-27,21,2,45,1,6.7,AVALON PARK,1
2023-03-27,21,2,38,2,6.7,GRAND BOULEVARD,1
2023-03-27,21,2,25,0,6.7,AUSTIN,1
2023-03-27,21,2,73,0,6.7,WASHINGTON HEIGHTS,1
2023-03-27,21,2,24,6,6.7,WEST TOWN,1
2023-03-27,21,2,70,0,6.7,ASHBURN,1
2023-03-27,21,2,62,0,6.7,WEST ELSDON,1
2023-03-27,21,2,29,0,6.7,NORTH LAWNDALE,1
2023-03-27,21,2,21,1,6.7,AVONDALE,1
2023-03-27,21,2,32,61,6.7,LOOP,1
2023-03-27,21,2,60,1,6.7,BRIDGEPORT,1
2023-03-27,21,2,75,0,6.7,MORGAN PARK,1
2023-03-27,21,2,56,42,6.7,GARFIELD RIDGE,1
2023-03-27,21,2,58,0,6.7,BRIGHTON PARK,1
2023-03-27,21,2,33,5,6.7,NEAR SOUTH SIDE,1
2023-03-27,21,2,11,0,6.7,JEFFERSON PARK,1
2023-03-27,21,2,68,4,6.7,ENGLEWOOD,1
2023-03-27,21,2,71,3,6.7,AUBURN GRESHAM,1
2023-03-27,21,2,14,1,6.7,ALBANY PARK,1
2023-03-27,21,2,42,1,6.7,WOODLAWN,1
2023-03-27,21,2,2,4,6.7,WEST RIDGE,1
2023-03-27,21,2,30,0,6.7,SOUTH LAWNDALE,1
2023-03-27,21,2,66,0,6.7,CHICAGO LAWN,1
2023-03-27,21,2,46,1,6.7,SOUTH CHICAGO,1
2023-03-27,21,2,67,0,6.7,WEST ENGLEWOOD,1
2023-03-27,21,2,18,0,6.7,MONTCLARE,1
2023-03-27,21,2,74,0,6.7,MOUNT GREENWOOD,1
2023-03-27,21,2,36,0,6.7,OAKLAND,1
2023-03-27,22,2,31,0,5.6,LOWER WEST SIDE,1
2023-03-27,22,2,65,0,5.6,WEST LAWN,1
2023-03-27,22,2,53,1,5.6,WEST PULLMAN,1
2023-03-27,22,2,34,3,5.6,ARMOUR SQUARE,1
2023-03-27,22,2,28,33,5.6,NEAR WEST SIDE,1
2023-03-27,22,2,76,131,5.6,OHARE,1
2023-03-27,22,2,27,1,5.6,EAST GARFIELD PARK,1
2023-03-27,22,2,26,0,5.6,WEST GARFIELD PARK,1
2023-03-27,22,2,44,1,5.6,CHATHAM,1
2023-03-27,22,2,12,1,5.6,FOREST GLEN,1
2023-03-27,22,2,22,3,5.6,LOGAN SQUARE,1
2023-03-27,22,2,47,0,5.6,BURNSIDE,1
2023-03-27,22,2,1,0,5.6,ROGERS PARK,1
2023-03-27,22,2,52,0,5.6,EAST SIDE,1
2023-03-27,22,2,13,0,5.6,NORTH PARK,1
2023-03-27,22,2,6,6,5.6,LAKE VIEW,1
2023-03-27,22,2,16,0,5.6,IRVING PARK,1
2023-03-27,22,2,3,0,5.6,UPTOWN,1
2023-03-27,22,2,40,0,5.6,WASHINGTON PARK,1
2023-03-27,22,2,20,0,5.6,HERMOSA,1
2023-03-27,22,2,57,0,5.6,ARCHER HEIGHTS,1
2023-03-27,22,2,54,0,5.6,RIVERDALE,1
2023-03-27,22,2,48,0,5.6,CALUMET HEIGHTS,1
2023-03-27,22,2,5,0,5.6,NORTH CENTER,1
2023-03-27,22,2,19,1,5.6,BELMONT CRAGIN,1
2023-03-27,22,2,64,0,5.6,CLEARING,1
2023-03-27,22,2,41,0,5.6,HYDE PARK,1
2023-03-27,22,2,43,1,5.6,SOUTH SHORE,1
2023-03-27,22,2,15,0,5.6,PORTAGE PARK,1
2023-03-27,22,2,37,2,5.6,FULLER PARK,1
2023-03-27,22,2,61,0,5.6,NEW CITY,1
2023-03-27,22,2,17,0,5.6,DUNNING,1
2023-03-27,22,2,9,0,5.6,EDISON PARK,1
2023-03-27,22,2,72,0,5.6,BEVERLY,1
2023-03-27,22,2,35,2,5.6,DOUGLAS,1
2023-03-27,22,2,4,0,5.6,LINCOLN SQUARE,1
2023-03-27,22,2,55,0,5.6,HEGEWISCH,1
2023-03-27,22,2,59,0,5.6,MCKINLEY PARK,1
2023-03-27,22,2,8,66,5.6,NEAR NORTH SIDE,1
2023-03-27,22,2,23,0,5.6,HUMBOLDT PARK,1
2023-03-27,22,2,39,1,5.6,KENWOOD,1
2023-03-27,22,2,49,1,5.6,ROSELAND,1
2023-03-27,22,2,7,6,5.6,LINCOLN PARK,1
2023-03-27,22,2,51,0,5.6,SOUTH DEERING,1
2023-03-27,22,2,69,3,5.6,GREATER GRAND CROSSING,1
2023-03-27,22,2,63,0,5.6,GAGE PARK,1
2023-03-27,22,2,77,3,5.6,EDGEWATER,1
2023-03-27,22,2,10,0,5.6,NORWOOD PARK,1
2023-03-27,22,2,50,1,5.6,PULLMAN,1
2023-03-27,22,2,45,0,5.6,AVALON PARK,1
2023-03-27,22,2,38,1,5.6,GRAND BOULEVARD,1
2023-03-27,22,2,25,1,5.6,AUSTIN,1
2023-03-27,22,2,73,0,5.6,WASHINGTON HEIGHTS,1
2023-03-27,22,2,24,4,5.6,WEST TOWN,1
2023-03-27,22,2,70,0,5.6,ASHBURN,1
2023-03-27,22,2,62,0,5.6,WEST ELSDON,1
2023-03-27,22,2,29,0,5.6,NORTH LAWNDALE,1
2023-03-27,22,2,21,0,5.6,AVONDALE,1
2023-03-27,22,2,32,36,5.6,LOOP,1
2023-03-27,22,2,60,0,5.6,BRIDGEPORT,1
2023-03-27,22,2,75,1,5.6,MORGAN PARK,1
2023-03-27,22,2,56,49,5.6,GARFIELD RIDGE,1
2023-03-27,22,2,58,0,5.6,BRIGHTON PARK,1
2023-03-27,22,2,33,3,5.6,NEAR SOUTH SIDE,1
2023-03-27,22,2,11,0,5.6,JEFFERSON PARK,1
2023-03-27,22,2,68,2,5.6,ENGLEWOOD,1
2023-03-27,22,2,71,1,5.6,AUBURN GRESHAM,1
2023-03-27,22,2,14,1,5.6,ALBANY PARK,1
2023-03-27,22,2,42,0,5.6,WOODLAWN,1
2023-03-27,22,2,2,2,5.6,WEST RIDGE,1
2023-03-27,22,2,30,1,5.6,SOUTH LAWNDALE,1
2023-03-27,22,2,66,0,5.6,CHICAGO LAWN,1
2023-03-27,22,2,46,0,5.6,SOUTH CHICAGO,1
2023-03-27,22,2,67,0,5.6,WEST ENGLEWOOD,1
2023-03-27,22,2,18,0,5.6,MONTCLARE,1
2023-03-27,22,2,74,0,5.6,MOUNT GREENWOOD,1
2023-03-27,22,2,36,1,5.6,OAKLAND,1
2023-03-27,23,2,31,0,4.4,LOWER WEST SIDE,1
2023-03-27,23,2,65,0,4.4,WEST LAWN,1
2023-03-27,23,2,53,3,4.4,WEST PULLMAN,1
2023-03-27,23,2,34,1,4.4,ARMOUR SQUARE,1
2023-03-27,23,2,28,23,4.4,NEAR WEST SIDE,1
2023-03-27,23,2,76,143,4.4,OHARE,1
2023-03-27,23,2,27,0,4.4,EAST GARFIELD PARK,1
2023-03-27,23,2,26,0,4.4,WEST GARFIELD PARK,1
2023-03-27,23,2,44,2,4.4,CHATHAM,1
2023-03-27,23,2,12,0,4.4,FOREST GLEN,1
2023-03-27,23,2,22,3,4.4,LOGAN SQUARE,1
2023-03-27,23,2,47,0,4.4,BURNSIDE,1
2023-03-27,23,2,1,1,4.4,ROGERS PARK,1
2023-03-27,23,2,52,0,4.4,EAST SIDE,1
2023-03-27,23,2,13,0,4.4,NORTH PARK,1
2023-03-27,23,2,6,8,4.4,LAKE VIEW,1
2023-03-27,23,2,16,1,4.4,IRVING PARK,1
2023-03-27,23,2,3,3,4.4,UPTOWN,1
2023-03-27,23,2,40,0,4.4,WASHINGTON PARK,1
2023-03-27,23,2,20,0,4.4,HERMOSA,1
2023-03-27,23,2,57,0,4.4,ARCHER HEIGHTS,1
2023-03-27,23,2,54,0,4.4,RIVERDALE,1
2023-03-27,23,2,48,0,4.4,CALUMET HEIGHTS,1
2023-03-27,23,2,5,1,4.4,NORTH CENTER,1
2023-03-27,23,2,19,0,4.4,BELMONT CRAGIN,1
2023-03-27,23,2,64,0,4.4,CLEARING,1
2023-03-27,23,2,41,0,4.4,HYDE PARK,1
2023-03-27,23,2,43,0,4.4,SOUTH SHORE,1
2023-03-27,23,2,15,0,4.4,PORTAGE PARK,1
2023-03-27,23,2,37,0,4.4,FULLER PARK,1
2023-03-27,23,2,61,1,4.4,NEW CITY,1
2023-03-27,23,2,17,0,4.4,DUNNING,1
2023-03-27,23,2,9,0,4.4,EDISON PARK,1
2023-03-27,23,2,72,0,4.4,BEVERLY,1
2023-03-27,23,2,35,2,4.4,DOUGLAS,1
2023-03-27,23,2,4,0,4.4,LINCOLN SQUARE,1
2023-03-27,23,2,55,0,4.4,HEGEWISCH,1
2023-03-27,23,2,59,0,4.4,MCKINLEY PARK,1
2023-03-27,23,2,8,33,4.4,NEAR NORTH SIDE,1
2023-03-27,23,2,23,0,4.4,HUMBOLDT PARK,1
2023-03-27,23,2,39,0,4.4,KENWOOD,1
2023-03-27,23,2,49,0,4.4,ROSELAND,1
2023-03-27,23,2,7,7,4.4,LINCOLN PARK,1
2023-03-27,23,2,51,1,4.4,SOUTH DEERING,1
2023-03-27,23,2,69,1,4.4,GREATER GRAND CROSSING,1
2023-03-27,23,2,63,0,4.4,GAGE PARK,1
2023-03-27,23,2,77,3,4.4,EDGEWATER,1
2023-03-27,23,2,10,2,4.4,NORWOOD PARK,1
2023-03-27,23,2,50,3,4.4,PULLMAN,1
2023-03-27,23,2,45,0,4.4,AVALON PARK,1
2023-03-27,23,2,38,0,4.4,GRAND BOULEVARD,1
2023-03-27,23,2,25,0,4.4,AUSTIN,1
2023-03-27,23,2,73,0,4.4,WASHINGTON HEIGHTS,1
2023-03-27,23,2,24,2,4.4,WEST TOWN,1
2023-03-27,23,2,70,0,4.4,ASHBURN,1
2023-03-27,23,2,62,1,4.4,WEST ELSDON,1
2023-03-27,23,2,29,0,4.4,NORTH LAWNDALE,1
2023-03-27,23,2,21,1,4.4,AVONDALE,1
2023-03-27,23,2,32,21,4.4,LOOP,1
2023-03-27,23,2,60,0,4.4,BRIDGEPORT,1
2023-03-27,23,2,75,1,4.4,MORGAN PARK,1
2023-03-27,23,2,56,39,4.4,GARFIELD RIDGE,1
2023-03-27,23,2,58,0,4.4,BRIGHTON PARK,1
2023-03-27,23,2,33,3,4.4,NEAR SOUTH SIDE,1
2023-03-27,23,2,11,0,4.4,JEFFERSON PARK,1
2023-03-27,23,2,68,2,4.4,ENGLEWOOD,1
2023-03-27,23,2,71,1,4.4,AUBURN GRESHAM,1
2023-03-27,23,2,14,0,4.4,ALBANY PARK,1
2023-03-27,23,2,42,3,4.4,WOODLAWN,1
2023-03-27,23,2,2,1,4.4,WEST RIDGE,1
2023-03-27,23,2,30,1,4.4,SOUTH LAWNDALE,1
2023-03-27,23,2,66,1,4.4,CHICAGO LAWN,1
2023-03-27,23,2,46,0,4.4,SOUTH CHICAGO,1
2023-03-27,23,2,67,0,4.4,WEST ENGLEWOOD,1
2023-03-27,23,2,18,0,4.4,MONTCLARE,1
2023-03-27,23,2,74,0,4.4,MOUNT GREENWOOD,1
2023-03-27,23,2,36,1,4.4,OAKLAND,1
2023-03-29,0,4,31,0,8.05,LOWER WEST SIDE,1
2023-03-29,0,4,65,0,8.05,WEST LAWN,1
2023-03-29,0,4,53,0,8.05,WEST PULLMAN,1
2023-03-29,0,4,34,1,8.05,ARMOUR SQUARE,1
2023-03-29,0,4,28,10,8.05,NEAR WEST SIDE,1
2023-03-29,0,4,76,98,8.05,OHARE,1
2023-03-29,0,4,27,0,8.05,EAST GARFIELD PARK,1
2023-03-29,0,4,26,0,8.05,WEST GARFIELD PARK,1
2023-03-29,0,4,44,0,8.05,CHATHAM,1
2023-03-29,0,4,12,0,8.05,FOREST GLEN,1
2023-03-29,0,4,22,3,8.05,LOGAN SQUARE,1
2023-03-29,0,4,47,0,8.05,BURNSIDE,1
2023-03-29,0,4,1,0,8.05,ROGERS PARK,1
2023-03-29,0,4,52,0,8.05,EAST SIDE,1
2023-03-29,0,4,13,0,8.05,NORTH PARK,1
2023-03-29,0,4,6,0,8.05,LAKE VIEW,1
2023-03-29,0,4,16,0,8.05,IRVING PARK,1
2023-03-29,0,4,3,0,8.05,UPTOWN,1
2023-03-29,0,4,40,0,8.05,WASHINGTON PARK,1
2023-03-29,0,4,20,0,8.05,HERMOSA,1
2023-03-29,0,4,57,0,8.05,ARCHER HEIGHTS,1
2023-03-29,0,4,54,0,8.05,RIVERDALE,1
2023-03-29,0,4,48,0,8.05,CALUMET HEIGHTS,1
2023-03-29,0,4,5,0,8.05,NORTH CENTER,1
2023-03-29,0,4,19,0,8.05,BELMONT CRAGIN,1
2023-03-29,0,4,64,0,8.05,CLEARING,1
2023-03-29,0,4,41,0,8.05,HYDE PARK,1
2023-03-29,0,4,43,1,8.05,SOUTH SHORE,1
2023-03-29,0,4,15,0,8.05,PORTAGE PARK,1
2023-03-29,0,4,37,1,8.05,FULLER PARK,1
2023-03-29,0,4,61,0,8.05,NEW CITY,1
2023-03-29,0,4,17,0,8.05,DUNNING,1
2023-03-29,0,4,9,0,8.05,EDISON PARK,1
2023-03-29,0,4,72,0,8.05,BEVERLY,1
2023-03-29,0,4,35,0,8.05,DOUGLAS,1
2023-03-29,0,4,4,1,8.05,LINCOLN SQUARE,1
2023-03-29,0,4,55,0,8.05,HEGEWISCH,1
2023-03-29,0,4,59,0,8.05,MCKINLEY PARK,1
2023-03-29,0,4,8,22,8.05,NEAR NORTH SIDE,1
2023-03-29,0,4,23,0,8.05,HUMBOLDT PARK,1
2023-03-29,0,4,39,1,8.05,KENWOOD,1
2023-03-29,0,4,49,0,8.05,ROSELAND,1
2023-03-29,0,4,7,3,8.05,LINCOLN PARK,1
2023-03-29,0,4,51,1,8.05,SOUTH DEERING,1
2023-03-29,0,4,69,3,8.05,GREATER GRAND CROSSING,1
2023-03-29,0,4,63,0,8.05,GAGE PARK,1
2023-03-29,0,4,77,2,8.05,EDGEWATER,1
2023-03-29,0,4,10,0,8.05,NORWOOD PARK,1
2023-03-29,0,4,50,0,8.05,PULLMAN,1
2023-03-29,0,4,45,1,8.05,AVALON PARK,1
2023-03-29,0,4,38,0,8.05,GRAND BOULEVARD,1
2023-03-29,0,4,25,1,8.05,AUSTIN,1
2023-03-29,0,4,73,0,8.05,WASHINGTON HEIGHTS,1
2023-03-29,0,4,24,0,8.05,WEST TOWN,1
2023-03-29,0,4,70,0,8.05,ASHBURN,1
2023-03-29,0,4,62,0,8.05,WEST ELSDON,1
2023-03-29,0,4,29,0,8.05,NORTH LAWNDALE,1
2023-03-29,0,4,21,0,8.05,AVONDALE,1
